'||승차역ID1||',startCount,end_count,transfer_count
4179328.0,4,1.0,
4179329.0,3,16.0,11.0
4179330.0,16,,24.0
4179331.0,16,65.0,
4179332.0,4,2.0,
4179333.0,632,250.0,8.0
4179334.0,566,514.0,1115.0
4179335.0,526,521.0,275.0
4179337.0,165,587.0,11.0
4179339.0,432,518.0,34.0
4179340.0,332,415.0,74.0
4179341.0,17,12.0,
4179343.0,17,71.0,7.0
4179344.0,3,,
4179345.0,3,125.0,
4179346.0,10,106.0,11.0
4179347.0,323,193.0,78.0
4179348.0,55,160.0,7.0
4179349.0,162,56.0,33.0
4179350.0,913,739.0,44.0
4179352.0,5,41.0,4.0
4179355.0,127,432.0,17.0
4179356.0,345,107.0,35.0
4179358.0,141,177.0,
4179359.0,82,7.0,19.0
4179360.0,1,54.0,3.0
4179361.0,204,179.0,3.0
4179362.0,1,74.0,
4179363.0,1,1.0,
4179364.0,63,200.0,10.0
4179365.0,230,188.0,
4179366.0,117,124.0,27.0
4179367.0,445,110.0,118.0
4179368.0,2,16.0,
4179369.0,9,7.0,139.0
4179371.0,3544,1522.0,641.0
4179372.0,4,103.0,3.0
4179373.0,122,3.0,4.0
4179374.0,7,2.0,8.0
4179378.0,822,648.0,99.0
4179379.0,2,,
4179380.0,80,90.0,5.0
4179383.0,167,86.0,
4179384.0,5,87.0,
4179385.0,163,6.0,5.0
4179386.0,754,302.0,88.0
4179390.0,200,107.0,7.0
4179425.0,1,,
4179434.0,2,,
4179441.0,1,1.0,
4179447.0,1,1.0,
4179486.0,2,,
4179533.0,2,,
4179587.0,3,1.0,
4190002.0,3,1.0,
4195003.0,6,,
4195005.0,6,,
4195008.0,1,,
4195010.0,164,2.0,58.0
4195011.0,1,158.0,
4195013.0,25,1.0,7.0
4195018.0,76,1.0,8.0
4195019.0,82,3.0,91.0
4195022.0,4,,
4195024.0,3,,
4195026.0,27,,4.0
4195029.0,12,,
4195031.0,2,,
4195034.0,16,,
4195035.0,1,23.0,
4195036.0,36,3.0,10.0
4195037.0,21,1.0,
4195039.0,2,2.0,
4195040.0,5,2.0,
4195042.0,3,1.0,
4195047.0,6,51.0,
4195048.0,56,2.0,
4195051.0,9,,2.0
4195053.0,31,,9.0
4195055.0,41,,
4195057.0,34,,
4195058.0,1,28.0,
4195059.0,5,65.0,
4195060.0,79,5.0,32.0
4195086.0,2,,
4195094.0,2,,
4195097.0,3,,
4195132.0,1,,
4195137.0,1,,
4195139.0,1,,
4195189.0,1,,
4195203.0,1,,
4195224.0,1,,
4195360.0,1,,
4195375.0,2,,
4195380.0,1,,
4195385.0,1,,
4195389.0,4,23.0,
4195390.0,4,5.0,
4195391.0,28,3.0,
4195416.0,5,,
4195418.0,2,,
4195420.0,6,,
4195428.0,1,,
4195436.0,10,,
4195438.0,24,,
4195439.0,9,,
4195440.0,4,6.0,
4195446.0,5,,
4195495.0,255,32.0,115.0
4195496.0,1071,58.0,452.0
4195497.0,7,726.0,49.0
4195529.0,1,,
4195533.0,13,,
4195534.0,131,95.0,15.0
4195560.0,1,,
4195565.0,1,,
4195567.0,1,,
4195568.0,2,,
4195569.0,2,4.0,
4195571.0,2,,
4195572.0,1,,
4195576.0,1,,
4195578.0,1,,
4195583.0,1,,
4195589.0,1,1.0,
4195599.0,441,2.0,173.0
4195601.0,217,6.0,22.0
4195602.0,252,7.0,107.0
4195603.0,196,15.0,99.0
4195604.0,33,213.0,27.0
4195605.0,325,61.0,106.0
4195606.0,53,264.0,61.0
4195607.0,167,53.0,57.0
4195608.0,54,221.0,
4195609.0,153,48.0,41.0
4195610.0,30,96.0,12.0
4195611.0,338,83.0,100.0
4195612.0,58,271.0,29.0
4195613.0,279,80.0,122.0
4195614.0,96,262.0,8.0
4195615.0,197,61.0,45.0
4195616.0,2,6.0,10.0
4195617.0,6,117.0,7.0
4195618.0,3,188.0,4.0
4195628.0,1,,
4195636.0,1,,
4195640.0,2,,
4195642.0,1,,
4195684.0,4,3.0,
4195696.0,199,82.0,3.0
4195697.0,335,84.0,19.0
4195698.0,56,1.0,
4195699.0,268,768.0,57.0
4195700.0,497,718.0,111.0
4195701.0,173,150.0,
4195702.0,205,99.0,
4195703.0,127,106.0,
4195704.0,128,142.0,3.0
4195705.0,598,313.0,31.0
4195706.0,517,672.0,25.0
4195707.0,13,2.0,
4195709.0,25,83.0,
4195710.0,88,24.0,
4195711.0,108,13.0,8.0
4195712.0,25,86.0,6.0
4195714.0,10,2.0,6.0
4195715.0,100,480.0,56.0
4195716.0,1153,1611.0,757.0
4195718.0,9,1.0,594.0
4195720.0,16,23.0,
4195722.0,7,3.0,
4195723.0,3,10.0,
4195724.0,2,,
4195726.0,88,151.0,16.0
4195727.0,112,92.0,8.0
4195728.0,5,110.0,2.0
4195788.0,4,,
4195791.0,3,,
4195799.0,6,,
4195800.0,2,4.0,
4195825.0,1,1.0,
4195829.0,1,3.0,
4195830.0,3,,
4195838.0,1,3.0,
4195841.0,1,4.0,
4195844.0,6,,
4195870.0,1,,
4195875.0,1,,
4195881.0,3,,
4195885.0,8,,
4195893.0,3,,
4195897.0,3,,
4195899.0,1,,
4195900.0,12,,
4195943.0,20,84.0,12.0
4195968.0,1,3.0,
4195969.0,3,1.0,
4195970.0,1,,
4195978.0,1,,
4195989.0,3,,
4195995.0,245,186.0,163.0
4195996.0,14,,27.0
4196007.0,1,,
4196012.0,1,,
4196021.0,1,,
4196024.0,1,,
4196030.0,1,,
4196034.0,29,2.0,
4196035.0,15,28.0,
4196036.0,6,,
4196038.0,6,,
4196044.0,7,339.0,16.0
4196049.0,81,3.0,77.0
4196050.0,38,4.0,
4196052.0,2,,
4196054.0,1,,
4196055.0,1,1.0,
4196056.0,5,,
4196059.0,5,,
4196061.0,11,,13.0
4196063.0,7,,
4196064.0,3,18.0,
4196065.0,34,1.0,
4196066.0,1,11.0,
4196067.0,66,4.0,
4196068.0,4,48.0,
4196069.0,55,,
4196071.0,87,,
4196073.0,57,,
4196075.0,7,10.0,
4196076.0,17,9.0,
4196077.0,1,3.0,
4196086.0,1,,
4196087.0,4,,
4196089.0,13,14.0,
4196090.0,1,1.0,
4196091.0,146,1.0,3.0
4196092.0,2,103.0,
4196096.0,1,,
4196103.0,7,,
4196105.0,19,,2.0
4196106.0,5,,
4196107.0,40,1.0,7.0
4196109.0,22,,
4196111.0,1,2.0,
4196112.0,2,4.0,
4196114.0,43,2.0,9.0
4196115.0,2,23.0,
4196116.0,131,96.0,27.0
4196120.0,105,310.0,
4196123.0,32,4.0,
4196125.0,11,1.0,
4196126.0,47,302.0,10.0
4196129.0,1,,
4196131.0,40,9.0,
4196160.0,1,,
4196166.0,1,,
4196170.0,9,,
4196171.0,1,,
4196173.0,1,2.0,
4196188.0,24,68.0,
4196189.0,32,62.0,12.0
4196195.0,5,,
4196196.0,1,,
4196229.0,1,,
4196247.0,129,21.0,3.0
4196285.0,6,,
4196288.0,2,,4.0
4196299.0,2,,
4196318.0,1,3.0,
4196371.0,1,,
4196403.0,1,,
4196467.0,2,,
4196507.0,3,1.0,
4196511.0,1,,
4196512.0,1,,
4196513.0,2,,
4196514.0,1,,
4196515.0,1,,
4196524.0,1,,
4196544.0,1,,
4196548.0,1,,
4196550.0,2,,
4196554.0,1,,
4196569.0,4,4.0,
4196579.0,7,,
4196580.0,4,,
4196605.0,4,,
4196622.0,1,,
4196626.0,1,,
4196632.0,11,1.0,
4196635.0,1,2.0,
4196641.0,2,,
4196658.0,1,,
4196835.0,3,,
4196853.0,4,7.0,
4196855.0,9,13.0,
4196857.0,141,72.0,
4196862.0,4,,
4196886.0,2,,
4196890.0,3,,
4196900.0,5,,
4196901.0,1,,
4196912.0,3,1.0,
4196913.0,2,,
4196915.0,1,,
4196917.0,72,121.0,4.0
4196919.0,2,,
4196921.0,2,,
4196925.0,3,,
4196926.0,2,2.0,
4196927.0,4,1.0,
4196928.0,1,1.0,
4196929.0,1,,
4196930.0,1,,
4196940.0,1,1.0,
4196942.0,1,,
4196948.0,7,5.0,2.0
4196949.0,4,11.0,
4196952.0,3,,
4196956.0,48,20.0,
4196958.0,1,,
4196963.0,1,6.0,
4196966.0,2,,
4196983.0,1,,
4196987.0,3,,
4196990.0,1,,
4196991.0,1,,
4196993.0,1677,891.0,209.0
4196995.0,3,,
4196996.0,2,,
4196998.0,3,,
4197002.0,50,33.0,7.0
4197003.0,3,3.0,
4197004.0,1,10.0,
4197016.0,3,1.0,
4197017.0,1,,
4197019.0,2,6.0,25.0
4197033.0,22,,
4197041.0,1,,
4197045.0,1,,
4197064.0,1,,
4197076.0,1,,
4197105.0,1,,
4197112.0,65,57.0,13.0
4197124.0,1,,
4197126.0,1,,
4197129.0,1,,
4197135.0,9,,
4197164.0,1,,
4197197.0,3,,
4197198.0,1,,
4197200.0,1,,
4197202.0,2,63.0,14.0
4197203.0,2,,
4197212.0,1,,
4197252.0,1,,
4197261.0,1393,955.0,500.0
4197276.0,1,,
4197290.0,1,,
4197293.0,9,,
4197310.0,1,,
4197324.0,2,1.0,
4197325.0,7,3.0,
4197326.0,4,,
4197328.0,3,1.0,
4197329.0,1,7.0,
4197330.0,1,5.0,
4197331.0,1,,
4197332.0,23,5.0,
4197333.0,21,,
4197421.0,16,5.0,
4197423.0,11,,
4197425.0,414,11.0,218.0
4197426.0,2,,
4197429.0,1,,
4197436.0,39,54.0,6.0
4197437.0,1,2.0,
4197438.0,509,67.0,101.0
4197439.0,4,10.0,5.0
4197441.0,1,,
4197450.0,1,,
4197463.0,1649,424.0,131.0
4197464.0,1482,1380.0,927.0
4197465.0,1166,241.0,47.0
4197466.0,100,523.0,37.0
4197467.0,1814,996.0,1831.0
4197468.0,191,231.0,17.0
4197469.0,173,2.0,30.0
4197470.0,803,807.0,16.0
4197471.0,5,,
4197474.0,1,,
4197475.0,1,,
4197477.0,1,,
4197483.0,13,,
4197499.0,1,,
4197538.0,13,44.0,
4197539.0,59,44.0,4.0
4197540.0,5,185.0,
4197542.0,7,,
4197543.0,3,6.0,
4197552.0,754,1059.0,402.0
4197554.0,1448,140.0,136.0
4197555.0,7,452.0,
4197556.0,31,6.0,
4197557.0,24,69.0,6.0
4197558.0,77,51.0,17.0
4197560.0,2,,
4197561.0,16,6.0,
4197563.0,164,,5.0
4197586.0,110,19.0,34.0
4197587.0,26,183.0,7.0
4197588.0,77,29.0,418.0
4197589.0,107,117.0,17.0
4197590.0,793,169.0,183.0
4197591.0,847,2595.0,89.0
4197592.0,1865,1780.0,39.0
4197593.0,1021,2400.0,51.0
4197594.0,32,113.0,4.0
4197596.0,79,21.0,
4197597.0,37,95.0,5.0
4197598.0,35,59.0,5.0
4197599.0,19,3.0,15.0
4197600.0,1,32.0,30.0
4197601.0,26,22.0,17.0
4197602.0,6,25.0,
4197603.0,148,99.0,6.0
4197604.0,263,402.0,16.0
4197605.0,291,278.0,18.0
4197606.0,338,555.0,37.0
4197607.0,584,388.0,122.0
4197608.0,115,155.0,47.0
4197609.0,225,88.0,7.0
4197617.0,1,,
4197662.0,273,622.0,13.0
4197679.0,1,,
4197684.0,26,126.0,
4197689.0,111,181.0,
4197690.0,781,1080.0,84.0
4197693.0,7,5.0,
4197699.0,2,,
4197704.0,1,,
4197707.0,1,,
4197710.0,1,38.0,
4197714.0,22,6.0,
4197717.0,4,23.0,
4197722.0,97,61.0,3.0
4197725.0,2,,
4197727.0,3,,
4197747.0,1,,
4197751.0,1,4.0,
4198021.0,1,,
4198113.0,1,,
4198207.0,4,1.0,
4198245.0,1,,
4198432.0,2,,
4198442.0,206,1101.0,109.0
4198444.0,138,222.0,10.0
4198639.0,5,2.0,2.0
4198640.0,3,,
4198644.0,1455,810.0,131.0
4198645.0,1070,1399.0,137.0
4198679.0,87,1.0,12.0
4198680.0,108,5.0,10.0
4198711.0,1,,
4198839.0,1,2.0,
4198840.0,23,12.0,
4198841.0,12,411.0,2.0
4198853.0,1,,
4198855.0,1,,
4198858.0,2,,
4198866.0,3,2.0,
4198868.0,6,30.0,
4198875.0,20,1.0,4.0
4198877.0,826,2343.0,1012.0
4198878.0,8,9.0,
4198879.0,15,379.0,
4198880.0,21,24.0,13.0
4198899.0,2,20.0,2.0
4198900.0,35,53.0,
4198901.0,1,1.0,
4198904.0,138,216.0,21.0
4198910.0,2,,
4198918.0,48,5.0,
4198925.0,1,,
4198933.0,1,169.0,3.0
4198934.0,8,,
4198935.0,1,,
4198936.0,1,,
4198938.0,7,,
4198939.0,21,29.0,8.0
4198952.0,446,500.0,20.0
4198954.0,3,,
4198955.0,2,12.0,
4198956.0,9,2.0,
4198958.0,1,,
4198959.0,2,1.0,
4198960.0,6,11.0,
4198961.0,9,1.0,
4198963.0,1,,
4198964.0,4,19.0,
4198965.0,6,6.0,
4198966.0,47,8.0,
4198967.0,41,43.0,
4198973.0,37,73.0,
4198974.0,96,1.0,7.0
4198975.0,920,66.0,16.0
4199002.0,1,,
4199017.0,2,,
4199038.0,20,54.0,
4199042.0,14,9.0,15.0
4199043.0,8,2.0,
4199044.0,29,,16.0
4199045.0,11,11.0,
4199046.0,10,4.0,
4199047.0,13,8.0,
4199056.0,73,22.0,
4199057.0,6,3.0,
4199066.0,206,98.0,6.0
4199068.0,35,78.0,2.0
4199070.0,9,98.0,
4199071.0,116,182.0,
4199072.0,561,271.0,17.0
4199073.0,7,26.0,
4199074.0,637,257.0,16.0
4199075.0,1,,
4199076.0,7,7.0,
4199077.0,358,718.0,71.0
4199078.0,3,15.0,
4199079.0,2,,
4199080.0,20,,
4199081.0,6,,
4199082.0,1,2.0,
4199091.0,151,74.0,9.0
4199092.0,1,13.0,
4199095.0,2,,
4199150.0,5,,
4199152.0,2,,
4199156.0,1,198.0,
4199174.0,1,,
4199178.0,1,26.0,
4199180.0,1,4.0,
4199182.0,17,,3.0
4199183.0,2,3.0,4.0
4199184.0,7,6.0,
4199185.0,38,3.0,
4199186.0,27,,
4199187.0,12,,2.0
4199191.0,245,3.0,
4199193.0,1,,
4199194.0,2,,
4199196.0,49,,
4199197.0,49,,17.0
4199198.0,1,48.0,
4199200.0,25,1.0,27.0
4199201.0,1,47.0,12.0
4199204.0,44,1.0,30.0
4199205.0,49,2.0,41.0
4199215.0,7,,
4199219.0,1,,
4199220.0,1,,
4199221.0,2,,
4199269.0,1,,
4199282.0,1,,
4199300.0,8,1.0,
4199311.0,7,6.0,217.0
4199314.0,23,139.0,
4199315.0,268,71.0,7.0
4199317.0,5,43.0,
4199322.0,5,,
4199326.0,1,,
4199339.0,25,46.0,48.0
4199361.0,815,967.0,16.0
4199363.0,2,,
4199364.0,7,1.0,
4199366.0,5,,
4199367.0,1,16.0,
4199369.0,8,1.0,
4199373.0,2,2.0,
4199380.0,17,,
4199381.0,9,,
4199396.0,85,6.0,
4199412.0,38,,
4199413.0,16,1.0,
4199414.0,1,14.0,10.0
4199416.0,14,,3.0
4199418.0,1,14.0,
4199422.0,350,27.0,
4199423.0,6,,
4199427.0,2,,
4199431.0,36,12.0,
4199432.0,227,158.0,15.0
4199433.0,118,273.0,
4199435.0,2392,705.0,201.0
4199437.0,3,1.0,
4199438.0,90,132.0,
4199448.0,3,3.0,
4199449.0,34,28.0,
4199452.0,4,5.0,
4199453.0,9,66.0,
4199454.0,195,177.0,7.0
4199455.0,2539,1753.0,339.0
4199456.0,70,227.0,22.0
4199457.0,2,1.0,10.0
4199458.0,1,,
4199469.0,31,36.0,
4199470.0,2,11.0,
4199474.0,68,16.0,27.0
4199475.0,216,67.0,3.0
4199496.0,363,10.0,294.0
4199508.0,2,,
4199509.0,16,10.0,
4199516.0,3,,
4199532.0,21,14.0,
4199548.0,1,,
4199567.0,2,1.0,
4199587.0,36,98.0,20.0
4199589.0,6,,3.0
4199590.0,1,10.0,
4199592.0,2,3.0,
4199593.0,2,,
4199596.0,4,30.0,174.0
4199597.0,97,5.0,
4199598.0,1,,
4199599.0,1,1.0,42.0
4199600.0,14,42.0,3.0
4199601.0,149,30.0,9.0
4199602.0,34,111.0,
4199603.0,550,266.0,22.0
4199604.0,35,72.0,3.0
4199605.0,1,16.0,18.0
4199607.0,5,33.0,
4199608.0,64,4.0,
4199609.0,6,10.0,
4199610.0,1,,
4199616.0,187,171.0,14.0
4199617.0,22,74.0,
4199618.0,104,95.0,
4199619.0,222,153.0,
4199620.0,318,167.0,8.0
4199621.0,132,41.0,5.0
4199622.0,191,42.0,
4199623.0,82,28.0,
4199624.0,865,257.0,441.0
4199625.0,1,30.0,
4199626.0,46,296.0,4.0
4199627.0,63,35.0,3.0
4199628.0,3,100.0,104.0
4199629.0,15,6.0,
4199630.0,710,1181.0,3.0
4199631.0,699,8.0,7.0
4199632.0,425,379.0,5.0
4199634.0,2,,
4199635.0,1,,
4199637.0,636,93.0,296.0
4199654.0,773,188.0,15.0
4199692.0,575,423.0,18.0
4199693.0,74,31.0,10.0
4199694.0,33,64.0,
4199695.0,37,81.0,
4199696.0,11,63.0,
4199697.0,28,,4.0
4199699.0,1,,
4199704.0,1,,
4199713.0,68,48.0,3.0
4199714.0,48,64.0,3.0
4199718.0,2,14.0,
4199719.0,3,19.0,
4199720.0,2,11.0,
4199723.0,95,540.0,74.0
4199764.0,1,12.0,2.0
4199765.0,1,23.0,7.0
4199766.0,39,16.0,55.0
4199769.0,5,43.0,26.0
4199770.0,16,2.0,
4199771.0,28,42.0,6.0
4199772.0,104,216.0,
4199774.0,4,1.0,
4199775.0,142,,
4199776.0,70,,4.0
4199777.0,6,,7.0
4199778.0,6,26.0,
4199779.0,42,2.0,5.0
4199781.0,3,,
4199815.0,2,3.0,
4199816.0,4,,
4199817.0,4,11.0,4.0
4199818.0,5,2.0,
4199819.0,1,,
4199820.0,1,,
4199821.0,7,2.0,
4199822.0,15,10.0,4.0
4199823.0,17,18.0,
4199824.0,53,44.0,
4199825.0,15,60.0,11.0
4199826.0,79,21.0,24.0
4199827.0,43,80.0,4.0
4199828.0,75,31.0,4.0
4199835.0,1384,1270.0,31.0
4199850.0,50,2.0,13.0
4199856.0,7,,3.0
4199862.0,7,,
4199863.0,4,1.0,
4199874.0,1,,
4199879.0,4,353.0,
4199880.0,465,2.0,
4199883.0,378,80.0,16.0
4199884.0,41,161.0,4.0
4199885.0,197,29.0,
4199887.0,4,,
4199889.0,7,,
4199895.0,99,,176.0
4199896.0,1,,
4199898.0,9,1.0,
4199899.0,6,8.0,
4199907.0,20,,
4199909.0,3,1.0,
4199914.0,5,2.0,
4199915.0,12,1.0,
4199916.0,2,4.0,
4199917.0,2,4.0,
4199919.0,4,1.0,
4199929.0,7,,
4199931.0,3,,
4199933.0,401,159.0,8.0
4199935.0,1,,
4199938.0,1,,
4199951.0,1,,
4199953.0,1,,
4199965.0,1,,
4199973.0,1,,
4199985.0,7,16.0,
4199986.0,20,9.0,
4199987.0,4,1.0,20.0
5000010.0,2,,
5000090.0,2,2.0,
5000105.0,1,,
5050021.0,2,,
5050049.0,1,1.0,
5050050.0,1,,
5050060.0,2,,
5050066.0,2,,
5050080.0,1,,
5050083.0,1,,
5050112.0,1,,
5050125.0,1,,
5050128.0,1,,
5050129.0,1,,
7000007.0,2,,
7000042.0,1,,
7000045.0,2,,
7000122.0,1,,4.0
7000162.0,2,4.0,
7000164.0,1,1.0,
7000165.0,1,,
7000166.0,5,9.0,
7000168.0,1,,
7000188.0,2,,
7000190.0,5,,
7100026.0,13,7.0,
7100027.0,5,9.0,
7100043.0,1,,
7100118.0,1,,
7100616.0,1,,
7100634.0,2,,
7101594.0,4,1.0,2.0
7101612.0,22,,31.0
7101643.0,4,,14.0
7101688.0,1,,3.0
7101696.0,582,,542.0
7101711.0,5,,
7101753.0,2,,
7101757.0,1,,
7101778.0,2,,
7101785.0,3,,
7101836.0,11,1.0,14.0
7101892.0,6,3.0,
7101894.0,1,,
7101924.0,1,,
7101927.0,5,,
7101935.0,1,1.0,
7101972.0,1,,
7101992.0,1,,
7102010.0,4,,
7102014.0,2,,
7102060.0,2,,
7102091.0,9,,
7102092.0,27,,
7102101.0,2,,
7102185.0,2,,
7102188.0,3,,
7102407.0,20,,
7102409.0,3,,
7102449.0,3,,
7102459.0,1,,
7102479.0,2,,
7102560.0,2,,
7102603.0,1,,
7102617.0,2,,
7102625.0,5,6.0,3.0
7102746.0,1,,
7102877.0,225,1.0,78.0
7102911.0,29,,21.0
7103055.0,18,3.0,
7103056.0,3,1.0,32.0
7103057.0,10,,
7103066.0,1,,
7103067.0,1,8.0,2.0
7103084.0,3,,
7103088.0,2,1.0,
7103116.0,1,3.0,51.0
7103123.0,5,,
7103124.0,2,8.0,5.0
7103126.0,2,,
7103387.0,2,,
7103390.0,4,,4.0
7103440.0,2,,8.0
7103537.0,69,,361.0
7103641.0,8,,9.0
7103687.0,1,,
7103688.0,4,,21.0
8000220.0,2,,
8000226.0,2,9.0,
8000242.0,3,,9.0
8000243.0,1,,
8000261.0,3,3.0,
8000266.0,1,,
8000278.0,2,,
8000293.0,2,1.0,3.0
8000297.0,2,,
8000330.0,2,,
8000350.0,6,,
8000356.0,1,1.0,42.0
8000365.0,1,,
8000372.0,1,,
8000420.0,52,,
8000471.0,10,,
8000530.0,1,,
8000635.0,13,10.0,
8000652.0,37,2.0,25.0
8000657.0,1,,
8000668.0,1,8.0,
8000750.0,2,,
8000752.0,2,1.0,
8000781.0,4,,3.0
8000799.0,1,,
8000816.0,1,,
8000821.0,5,,
8000958.0,1,,
8000990.0,1,,
8000994.0,2,,
8000996.0,1,,
8001011.0,1,7.0,
8001015.0,2,2.0,
8001017.0,1,,3.0
8001028.0,3,1.0,
8001032.0,1,3.0,
8001060.0,1,,
8001086.0,1,,
8001127.0,2,1.0,
8001167.0,1,,
8001239.0,1,,
8001264.0,20,1.0,10.0
8001322.0,1,,
8001367.0,1,,
8001380.0,13,5.0,130.0
8001388.0,1,2.0,
8001389.0,9,1.0,
8001390.0,5,1.0,
8001392.0,11,1.0,
8001393.0,2,1.0,
8001394.0,1,,
8001396.0,2,,
8001401.0,1,,
8001412.0,1,,
8001415.0,2,,
8001418.0,1,,
8001419.0,1,,
8001421.0,2,,
8001423.0,2,,
8001435.0,1,2.0,
8001438.0,1,,
8001446.0,3,1.0,
8001449.0,1,,
8001451.0,1,,
8001484.0,2,,
8001509.0,1,,
8001510.0,6,1.0,
8001532.0,1,,
8001535.0,5,,
8001568.0,1,,
8001571.0,3,,
8001573.0,18,3.0,
8001575.0,2,1.0,
8001576.0,4,1.0,
8001605.0,3,2.0,
8001606.0,2,4.0,
8001607.0,7,1.0,
8001609.0,1,,
8001610.0,6,3.0,
8001612.0,5,4.0,9.0
8001613.0,11,1.0,
8001614.0,1,3.0,2.0
8001626.0,2,1.0,
8001637.0,1,37.0,4.0
8001638.0,18,43.0,
8001639.0,45,7.0,
8001640.0,37,20.0,
8001643.0,2,3.0,
8001647.0,2,1.0,
8001667.0,3,7.0,37.0
8001669.0,3,,309.0
8001675.0,3,1.0,
8001676.0,3,2.0,
8001685.0,1,,
8001689.0,1,,
8001695.0,1,5.0,
8001701.0,3,1.0,
8001703.0,5,,
8001718.0,1,,
8001726.0,1,4.0,
8001741.0,1,1.0,
8001744.0,3,1.0,
8001745.0,1,16.0,
8001753.0,2,1.0,
8001755.0,2,1.0,
8001759.0,1,,
8001761.0,3,,
8001763.0,4,4.0,12.0
8001764.0,2,3.0,
8001776.0,1,,
8001778.0,2,,8.0
8001779.0,2,1.0,
8001780.0,1,11.0,179.0
8001781.0,2,3.0,2.0
8001785.0,14,2.0,
8001787.0,3,3.0,
8001788.0,1,3.0,
8001792.0,4,,
8001793.0,1,,
8001834.0,3,,
8001902.0,1,,
8001905.0,2,1.0,
8001906.0,1,,
8001908.0,35,23.0,14.0
8002063.0,1,,
8002067.0,2,,
8002072.0,2,,
8002073.0,2,,
8002080.0,11,3.0,
8002081.0,2,5.0,
8002108.0,3,5.0,
8002110.0,4,,8.0
8002111.0,2,1.0,
8002112.0,1,,5.0
8002113.0,3,1.0,3.0
8002114.0,10,,
8002117.0,1,,
8002119.0,1,,
8002121.0,14,,
8002123.0,5,,
8002126.0,1,,
8002144.0,32,31.0,17.0
8002146.0,2,1.0,
8002147.0,6,15.0,
8002148.0,2,3.0,
8002155.0,4,4.0,
8002156.0,2,2.0,
8002163.0,5,,
8002165.0,5,,
8002166.0,2,,
8002170.0,1,,
8002174.0,1,15.0,
8002177.0,2,,
8002179.0,4,2.0,
8002180.0,2,1.0,
8002181.0,3,1.0,
8002186.0,4,5.0,4.0
8002187.0,3,,
8002188.0,1,,
8002189.0,1,,
8002223.0,1,5.0,
8002228.0,3,,
8002239.0,1,,
8002240.0,4,11.0,
8002241.0,4,5.0,4.0
8002242.0,8,9.0,3.0
8002243.0,4,5.0,3.0
8002264.0,1,,
8002271.0,6,4.0,
8002272.0,11,,
8002273.0,18,,
8002275.0,1,6.0,
8002286.0,1,,
8002318.0,1,,
8002329.0,1,,
8002334.0,2,,
8002341.0,1,,
8002350.0,3,,
8002363.0,1,1.0,
8002371.0,3,,
8002374.0,1,,
8002386.0,1,,5.0
8002387.0,4,1.0,
8002390.0,1,,
8002393.0,1,,
8002428.0,14,,
8002449.0,1,,
8002473.0,1,,
8002519.0,2,,
8002528.0,1,1.0,
8002544.0,3,,
8002545.0,2,,
8002551.0,2,1.0,
8002554.0,1,,
8002569.0,1,,
8002582.0,1,,
8002597.0,3,9.0,
8002598.0,2,27.0,7.0
8002599.0,6,3.0,
8002600.0,3,11.0,
8002601.0,6,4.0,3.0
8002602.0,8,5.0,
8002603.0,1,1.0,
8002604.0,20,10.0,11.0
8002605.0,11,3.0,
8002606.0,3,,4.0
8002625.0,5,,
8002627.0,2,,
8002632.0,1,2.0,
8002633.0,2,,
8002636.0,2,2.0,3.0
8002638.0,1,2.0,
8002640.0,2,,
8002642.0,5,,
8002643.0,1,14.0,
8002657.0,2,,
8002661.0,3,,
8002663.0,9,7.0,
8002667.0,1,,
8002668.0,2,6.0,
8002695.0,1,10.0,4.0
8002705.0,1,2.0,
8002711.0,1,,
8002713.0,5,,
8002727.0,1,,
8002744.0,5,,
8002848.0,1,4.0,
8002849.0,1,,
8002851.0,1,,
8002855.0,1,,
8002856.0,1,,
8002953.0,1,1.0,2.0
8002970.0,1,2.0,13.0
8003050.0,1,,
8003055.0,8,5.0,17.0
8003064.0,2,,
8003072.0,1,,
8003075.0,1,,
8003079.0,3,,
8003083.0,1,1.0,
8003084.0,1,1.0,
8003085.0,1,,2.0
8003088.0,1,,
8003099.0,2,,
8003101.0,2,1.0,
8003106.0,2,1.0,
8003108.0,3,,
8003109.0,1,1.0,
8003122.0,1,,
8003138.0,2,24.0,434.0
8003143.0,5,3.0,77.0
8003171.0,3,,
8003173.0,3,,
8003175.0,2,,
8003178.0,2,,
8003180.0,2,,
8004290.0,221,360.0,36.0
8008950.0,7,19.0,60.0
8009290.0,989,551.0,355.0
8101423.0,6,,
8300548.0,2,,
8300550.0,2,,
8300561.0,3,,
8501003.0,4,,
8501005.0,2,1.0,
8501007.0,4,,
8501015.0,2,,
8501016.0,3,,
8501022.0,1,,
8501037.0,1,,
8501042.0,2,,
8501048.0,1,,
8501059.0,2,,
8501071.0,1,1.0,
8501083.0,2,,
8501084.0,1,,
8501087.0,2,,
8501091.0,1,,
8501092.0,1,,
8501136.0,3,,
8501177.0,1,,
8501181.0,2,1.0,
8501183.0,1,1.0,
8501190.0,15,,
8501199.0,1,,
8501200.0,13,,
8501201.0,14,,
8501259.0,1,,
8501260.0,17,5.0,
8501261.0,3,4.0,
8501262.0,1,,
8501271.0,1,1.0,
8501272.0,2,,
8501273.0,12,,7.0
8501275.0,1,,
8501276.0,3,,
8501277.0,15,,5.0
8501278.0,20,,
8501279.0,40,,
8501280.0,7,,
8501289.0,2,1.0,5.0
